审计批次,规则版本,规则指纹,清单指纹,资产编号,候选标的范围,断档状态,预期频率,事件时间字段,断档数,断档范围,原因,解除条件
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000240,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000241,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000242,未限定,无法判定,未提供正式频率合同,close_time、open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000243,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000244,未限定,无法判定,未提供正式频率合同,close_time、open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000245,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000246,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000247,未限定,无法判定,未提供正式频率合同,close_time、open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000248,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000249,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000250,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000251,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000252,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000253,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000254,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000255,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000256,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000257,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000258,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000259,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000260,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000261,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000262,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000263,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000264,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000265,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000266,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000267,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000268,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000269,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000270,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000271,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000272,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000273,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000274,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000275,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000276,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000277,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000278,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000279,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000280,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000281,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000282,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000283,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000284,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000285,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000286,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000287,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000288,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000289,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000290,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000291,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000292,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000293,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000294,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000295,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000296,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000297,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000298,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000299,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000300,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000301,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000302,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000303,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000304,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000305,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000306,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000307,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
