审计批次,规则版本,规则指纹,清单指纹,资产编号,候选标的范围,断档状态,预期频率,事件时间字段,断档数,断档范围,原因,解除条件
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000103,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000104,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000105,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000106,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000107,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000108,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000109,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000110,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000111,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000112,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000113,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000114,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000115,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000116,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000117,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000118,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000119,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000120,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000121,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000122,未限定,无法判定,未提供正式频率合同,event_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000123,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000124,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000125,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000126,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000127,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000128,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000129,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000130,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000131,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000132,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000133,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000134,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000135,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000136,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000137,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000138,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000139,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000140,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000141,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000142,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000143,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000144,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000145,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000146,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000147,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000148,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000149,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000150,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000151,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000152,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000153,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000154,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000155,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000156,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000157,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000158,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000159,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000160,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000161,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000162,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000163,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000164,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000165,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000166,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000167,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000168,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000169,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000170,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
