发现批次,资产编号,资产类型,逻辑主机,服务或项目,资源名称,位置,格式,标的范围,时间范围,字节数,最后修改时间,访问状态,发现证据,限制,后续任务
discovery-20260728T092404+0800,DS-000205,候选数据文件,ubuntu,celueqing,btc_eth_cross_asset_relative_dislocation_coverage_phase412_2026-06-15.csv,/opt/celueqing/event-contract-probability-lab/experiments/runs/btc_eth_cross_asset_relative_dislocation_coverage_phase412_2026-06-15.csv,CSV,BTC、ETH,未知,3739,2026-06-15T03:02:28+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000206,候选数据文件,ubuntu,celueqing,btc_volume_price_mechanism_coverage_phase385_2026-06-14.csv,/opt/celueqing/event-contract-probability-lab/experiments/runs/btc_volume_price_mechanism_coverage_phase385_2026-06-14.csv,CSV,BTC,未知,2047,2026-06-14T20:18:38+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000207,候选数据文件,ubuntu,celueqing,extreme_value_feature_coverage_phase376_2026-06-14.csv,/opt/celueqing/event-contract-probability-lab/experiments/runs/extreme_value_feature_coverage_phase376_2026-06-14.csv,CSV,未限定,未知,138964,2026-06-14T18:44:08+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000208,候选数据文件,ubuntu,celueqing,extreme_value_feature_outcome_phase377_2026-06-14.csv,/opt/celueqing/event-contract-probability-lab/experiments/runs/extreme_value_feature_outcome_phase377_2026-06-14.csv,CSV,未限定,未知,89901,2026-06-14T18:50:13+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000209,候选数据文件,ubuntu,celueqing,volatility_compression_liquidity_consensus_coverage_phase390_2026-06-14.csv,/opt/celueqing/event-contract-probability-lab/experiments/runs/volatility_compression_liquidity_consensus_coverage_phase390_2026-06-14.csv,CSV,未限定,未知,2394,2026-06-14T22:08:37+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000210,候选数据文件,ubuntu,crypto-radar,heavy_ad_intervention_opt_out.db,/opt/crypto-radar/storage/chrome-x-profile/Default/heavy_ad_intervention_opt_out.db,SQLite,未限定,未知,16384,2026-06-23T00:18:55+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000211,候选数据文件,ubuntu,crypto-radar,first_party_sets.db,/opt/crypto-radar/storage/chrome-x-profile/first_party_sets.db,SQLite,未限定,未知,49152,2026-06-23T11:37:16+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000212,候选数据文件,ubuntu,event-prob-lab,liquidation_forward_collector_run_phase322_sample.jsonl,/opt/event-prob-lab/configs/liquidation_forward_collector_run_phase322_sample.jsonl,JSONL,未限定,未知,305,2026-06-14T06:17:23+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000213,候选数据文件,ubuntu,event-prob-lab,btcusdt_forward_condition_features_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_forward_condition_features_2026-06-12.csv,CSV,BTC,未知,1557,2026-06-13T00:56:27+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000214,候选数据文件,ubuntu,event-prob-lab,btcusdt_forward_condition_features_with_futures_metrics_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_forward_condition_features_with_futures_metrics_2026-06-12.csv,CSV,BTC,未知,1826,2026-06-13T01:02:42+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000215,候选数据文件,ubuntu,event-prob-lab,btcusdt_futures_metrics_1m_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_futures_metrics_1m_2026-06-12.csv,CSV,BTC,未知,154328,2026-06-13T01:02:21+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000216,候选数据文件,ubuntu,event-prob-lab,btcusdt_global_long_short_5m_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_global_long_short_5m_2026-06-12.csv,CSV,BTC,未知,10456,2026-06-13T01:02:01+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000217,候选数据文件,ubuntu,event-prob-lab,btcusdt_index_1m_2026-06-12_to_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_index_1m_2026-06-12_to_2026-06-12.csv,CSV,BTC,未知,95554,2026-06-13T00:49:45+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000218,候选数据文件,ubuntu,event-prob-lab,btcusdt_open_interest_5m_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_open_interest_5m_2026-06-12.csv,CSV,BTC,未知,13518,2026-06-13T01:02:02+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000219,候选数据文件,ubuntu,event-prob-lab,btcusdt_taker_5m_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_taker_5m_2026-06-12.csv,CSV,BTC,未知,9099,2026-06-13T01:02:00+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000220,候选数据文件,ubuntu,event-prob-lab,btcusdt_top_account_long_short_5m_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_top_account_long_short_5m_2026-06-12.csv,CSV,BTC,未知,10435,2026-06-13T01:02:00+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000221,候选数据文件,ubuntu,event-prob-lab,btcusdt_top_position_long_short_5m_2026-06-12.csv,/opt/event-prob-lab/data/forward/btcusdt_top_position_long_short_5m_2026-06-12.csv,CSV,BTC,未知,10445,2026-06-13T01:02:00+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000222,候选数据文件,ubuntu,event-prob-lab,extreme_value_phase379_forward_observation_ledger.jsonl,/opt/event-prob-lab/data/forward_observation/extreme_value_phase379_forward_observation_ledger.jsonl,JSONL,未限定,未知,520,2026-06-14T19:03:31+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000223,候选数据文件,ubuntu,event-prob-lab,extreme_value_phase380_forward_observation_ledger.jsonl,/opt/event-prob-lab/data/forward_observation/extreme_value_phase380_forward_observation_ledger.jsonl,JSONL,未限定,未知,520,2026-06-14T19:16:18+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000224,候选数据文件,ubuntu,event-prob-lab,coverage_ledger.jsonl,/opt/event-prob-lab/data/liquidation_forward/BTCUSDT/coverage_ledger.jsonl,JSONL,BTC,未知,11140,2026-06-14T18:10:17+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000225,候选数据文件,ubuntu,event-prob-lab,failure_issue_annotations.jsonl,/opt/event-prob-lab/data/liquidation_forward/BTCUSDT/failure_issue_annotations.jsonl,JSONL,BTC,未知,325,2026-06-14T06:44:25+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000226,候选数据文件,ubuntu,event-prob-lab,2026-06-14T00.jsonl,/opt/event-prob-lab/data/liquidation_forward/BTCUSDT/raw/2026-06-14T00.jsonl,JSONL,BTC,未知,1148,2026-06-14T06:17:33+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000227,候选数据文件,ubuntu,event-prob-lab,session_ledger.jsonl,/opt/event-prob-lab/data/liquidation_forward/BTCUSDT/session_ledger.jsonl,JSONL,BTC,未知,15057,2026-06-14T18:10:17+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000228,候选数据文件,ubuntu,event-prob-lab,btc_eth_cross_asset_relative_dislocation_coverage_phase412_2026-06-15.csv,/opt/event-prob-lab/experiments/runs/btc_eth_cross_asset_relative_dislocation_coverage_phase412_2026-06-15.csv,CSV,BTC、ETH,未知,3739,2026-06-15T03:02:28+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000229,候选数据文件,ubuntu,event-prob-lab,btc_volume_price_mechanism_coverage_phase385_2026-06-14.csv,/opt/event-prob-lab/experiments/runs/btc_volume_price_mechanism_coverage_phase385_2026-06-14.csv,CSV,BTC,未知,2047,2026-06-14T20:18:38+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000230,候选数据文件,ubuntu,event-prob-lab,extreme_value_feature_coverage_phase376_2026-06-14.csv,/opt/event-prob-lab/experiments/runs/extreme_value_feature_coverage_phase376_2026-06-14.csv,CSV,未限定,未知,138964,2026-06-14T18:44:08+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000231,候选数据文件,ubuntu,event-prob-lab,extreme_value_feature_outcome_phase377_2026-06-14.csv,/opt/event-prob-lab/experiments/runs/extreme_value_feature_outcome_phase377_2026-06-14.csv,CSV,未限定,未知,89901,2026-06-14T18:50:13+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000232,候选数据文件,ubuntu,event-prob-lab,volatility_compression_liquidity_consensus_coverage_phase390_2026-06-14.csv,/opt/event-prob-lab/experiments/runs/volatility_compression_liquidity_consensus_coverage_phase390_2026-06-14.csv,CSV,未限定,未知,2394,2026-06-14T22:08:37+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000233,候选数据文件,ubuntu,mysql,general_log.CSV,/var/lib/mysql/mysql/general_log.CSV,CSV,未限定,未知,0,2026-06-19T04:10:51.167667+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000234,候选数据文件,ubuntu,mysql,slow_log.CSV,/var/lib/mysql/mysql/slow_log.CSV,CSV,未限定,未知,0,2026-06-19T04:10:51.171667+08:00,元数据可访问,白名单目录内候选文件stat元数据,未读取文件内容；时间范围、完整性和质量未知,任务-000004
discovery-20260728T092404+0800,DS-000235,数据库元数据,ubuntu,celueqing,orders,MySQL/celueqing/orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000236,数据库元数据,ubuntu,celueqing,research_config,MySQL/celueqing/research_config,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000237,数据库元数据,ubuntu,celueqing,research_orders,MySQL/celueqing/research_orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000238,数据库元数据,ubuntu,celueqing,research_signals,MySQL/celueqing/research_signals,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000239,数据库元数据,ubuntu,celueqing,score_rank_training_runs,MySQL/celueqing/score_rank_training_runs,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000240,数据库元数据,ubuntu,celueqing,simulation_orders,MySQL/celueqing/simulation_orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000241,数据库元数据,ubuntu,celueqing,simulation_signals,MySQL/celueqing/simulation_signals,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000242,数据库元数据,ubuntu,celueqing,simulation_strategies,MySQL/celueqing/simulation_strategies,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000243,数据库元数据,ubuntu,celueqing,simulation_strategy_unit_settings,MySQL/celueqing/simulation_strategy_unit_settings,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000244,数据库元数据,ubuntu,celueqing,strategies,MySQL/celueqing/strategies,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000245,数据库元数据,ubuntu,celueqing_recorder,processed_ledger,MySQL/celueqing_recorder/processed_ledger,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000246,数据库元数据,ubuntu,celueqing_recorder,raw_trades,MySQL/celueqing_recorder/raw_trades,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000247,数据库元数据,ubuntu,celueqing_recorder,recorder_status,MySQL/celueqing_recorder/recorder_status,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000248,数据库元数据,ubuntu,celueqing_recorder,second_bars,MySQL/celueqing_recorder/second_bars,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000249,数据库元数据,ubuntu,celueqing_recorder,shadow_agg_second_bars,MySQL/celueqing_recorder/shadow_agg_second_bars,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000250,数据库元数据,ubuntu,celueqing_recorder,shadow_agg_status,MySQL/celueqing_recorder/shadow_agg_status,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000251,数据库元数据,ubuntu,celueqing_recorder,shadow_agg_trades,MySQL/celueqing_recorder/shadow_agg_trades,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000252,数据库元数据,ubuntu,celueqing_recovery_test,orders,MySQL/celueqing_recovery_test/orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000253,数据库元数据,ubuntu,celueqing_recovery_test,research_config,MySQL/celueqing_recovery_test/research_config,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000254,数据库元数据,ubuntu,celueqing_recovery_test,research_orders,MySQL/celueqing_recovery_test/research_orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000255,数据库元数据,ubuntu,celueqing_recovery_test,research_signals,MySQL/celueqing_recovery_test/research_signals,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000256,数据库元数据,ubuntu,celueqing_recovery_test,score_rank_training_runs,MySQL/celueqing_recovery_test/score_rank_training_runs,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000257,数据库元数据,ubuntu,celueqing_recovery_test,simulation_orders,MySQL/celueqing_recovery_test/simulation_orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000258,数据库元数据,ubuntu,celueqing_recovery_test,simulation_signals,MySQL/celueqing_recovery_test/simulation_signals,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000259,数据库元数据,ubuntu,celueqing_recovery_test,simulation_strategies,MySQL/celueqing_recovery_test/simulation_strategies,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000260,数据库元数据,ubuntu,celueqing_recovery_test,simulation_strategy_unit_settings,MySQL/celueqing_recovery_test/simulation_strategy_unit_settings,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000261,数据库元数据,ubuntu,celueqing_recovery_test,strategies,MySQL/celueqing_recovery_test/strategies,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000262,数据库元数据,ubuntu,crypto_radar,action_items,MySQL/crypto_radar/action_items,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000263,数据库元数据,ubuntu,crypto_radar,alembic_version,MySQL/crypto_radar/alembic_version,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000264,数据库元数据,ubuntu,crypto_radar,analyses,MySQL/crypto_radar/analyses,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000265,数据库元数据,ubuntu,crypto_radar,evidence_items,MySQL/crypto_radar/evidence_items,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000266,数据库元数据,ubuntu,crypto_radar,mining_parameters,MySQL/crypto_radar/mining_parameters,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000267,数据库元数据,ubuntu,crypto_radar,opportunities,MySQL/crypto_radar/opportunities,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000268,数据库元数据,ubuntu,crypto_radar,opportunity_rules,MySQL/crypto_radar/opportunity_rules,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000269,数据库元数据,ubuntu,crypto_radar,project_assets,MySQL/crypto_radar/project_assets,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000270,数据库元数据,ubuntu,crypto_radar,project_candidates,MySQL/crypto_radar/project_candidates,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000271,数据库元数据,ubuntu,crypto_radar,project_change_events,MySQL/crypto_radar/project_change_events,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000272,数据库元数据,ubuntu,crypto_radar,project_fact_snapshots,MySQL/crypto_radar/project_fact_snapshots,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000273,数据库元数据,ubuntu,crypto_radar,project_funding_rounds,MySQL/crypto_radar/project_funding_rounds,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000274,数据库元数据,ubuntu,crypto_radar,project_social_links,MySQL/crypto_radar/project_social_links,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000275,数据库元数据,ubuntu,crypto_radar,project_sources,MySQL/crypto_radar/project_sources,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000276,数据库元数据,ubuntu,crypto_radar,project_team_members,MySQL/crypto_radar/project_team_members,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000277,数据库元数据,ubuntu,crypto_radar,projects,MySQL/crypto_radar/projects,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000278,数据库元数据,ubuntu,crypto_radar,risk_assessments,MySQL/crypto_radar/risk_assessments,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000279,数据库元数据,ubuntu,crypto_radar,roi_records,MySQL/crypto_radar/roi_records,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000280,数据库元数据,ubuntu,crypto_radar,scan_observations,MySQL/crypto_radar/scan_observations,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000281,数据库元数据,ubuntu,crypto_radar,scan_runs,MySQL/crypto_radar/scan_runs,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000282,数据库元数据,ubuntu,crypto_radar,score_components,MySQL/crypto_radar/score_components,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000283,数据库元数据,ubuntu,crypto_radar,scores,MySQL/crypto_radar/scores,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000284,数据库元数据,ubuntu,crypto_radar,sources,MySQL/crypto_radar/sources,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000285,数据库元数据,ubuntu,event_prob_lab,forward_events,MySQL/event_prob_lab/forward_events,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000286,数据库元数据,ubuntu,event_prob_lab,ledger_meta,MySQL/event_prob_lab/ledger_meta,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000287,数据库元数据,ubuntu,event_prob_lab,simulation_orders,MySQL/event_prob_lab/simulation_orders,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000288,数据库元数据,ubuntu,orderbook,historical_backfill_files,MySQL/orderbook/historical_backfill_files,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000289,数据库元数据,ubuntu,orderbook,order_book_decision_context_snapshots,MySQL/orderbook/order_book_decision_context_snapshots,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000290,数据库元数据,ubuntu,orderbook,order_book_feature_buckets,MySQL/orderbook/order_book_feature_buckets,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000291,数据库元数据,ubuntu,orderbook,order_book_health_events,MySQL/orderbook/order_book_health_events,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000292,数据库元数据,ubuntu,orderbook,order_book_liquidation_events,MySQL/orderbook/order_book_liquidation_events,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000293,数据库元数据,ubuntu,orderbook,order_book_liquidation_heatmap_buckets,MySQL/orderbook/order_book_liquidation_heatmap_buckets,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000294,数据库元数据,ubuntu,orderbook,order_book_market_structure_snapshots,MySQL/orderbook/order_book_market_structure_snapshots,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000295,数据库元数据,ubuntu,orderbook,order_book_micro_events,MySQL/orderbook/order_book_micro_events,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000296,数据库元数据,ubuntu,orderbook,order_book_open_interest,MySQL/orderbook/order_book_open_interest,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000297,数据库元数据,ubuntu,orderbook,order_book_public_context_snapshots,MySQL/orderbook/order_book_public_context_snapshots,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000298,数据库元数据,ubuntu,orderbook,order_book_raw_snapshots,MySQL/orderbook/order_book_raw_snapshots,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000299,数据库元数据,ubuntu,orderbook,order_book_risk_states,MySQL/orderbook/order_book_risk_states,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000300,数据库元数据,ubuntu,orderbook,order_book_signal_delivery_acks,MySQL/orderbook/order_book_signal_delivery_acks,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
