发现批次,资产编号,资产类型,逻辑主机,服务或项目,资源名称,位置,格式,标的范围,时间范围,字节数,最后修改时间,访问状态,发现证据,限制,后续任务
discovery-20260728T092404+0800,DS-000301,数据库元数据,ubuntu,orderbook,order_book_signals,MySQL/orderbook/order_book_signals,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000302,数据库元数据,ubuntu,orderbook,raw_input_log,MySQL/orderbook/raw_input_log,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000303,数据库元数据,ubuntu,orderbook,symbol_metadata,MySQL/orderbook/symbol_metadata,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000304,数据库元数据,ubuntu,test_crypto_radar,action_items,MySQL/test_crypto_radar/action_items,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000305,数据库元数据,ubuntu,test_crypto_radar,alembic_version,MySQL/test_crypto_radar/alembic_version,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000306,数据库元数据,ubuntu,test_crypto_radar,analyses,MySQL/test_crypto_radar/analyses,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000307,数据库元数据,ubuntu,test_crypto_radar,evidence_items,MySQL/test_crypto_radar/evidence_items,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000308,数据库元数据,ubuntu,test_crypto_radar,mining_parameters,MySQL/test_crypto_radar/mining_parameters,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000309,数据库元数据,ubuntu,test_crypto_radar,opportunities,MySQL/test_crypto_radar/opportunities,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000310,数据库元数据,ubuntu,test_crypto_radar,opportunity_rules,MySQL/test_crypto_radar/opportunity_rules,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000311,数据库元数据,ubuntu,test_crypto_radar,project_assets,MySQL/test_crypto_radar/project_assets,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000312,数据库元数据,ubuntu,test_crypto_radar,project_candidates,MySQL/test_crypto_radar/project_candidates,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000313,数据库元数据,ubuntu,test_crypto_radar,project_change_events,MySQL/test_crypto_radar/project_change_events,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000314,数据库元数据,ubuntu,test_crypto_radar,project_fact_snapshots,MySQL/test_crypto_radar/project_fact_snapshots,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000315,数据库元数据,ubuntu,test_crypto_radar,project_funding_rounds,MySQL/test_crypto_radar/project_funding_rounds,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000316,数据库元数据,ubuntu,test_crypto_radar,project_social_links,MySQL/test_crypto_radar/project_social_links,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000317,数据库元数据,ubuntu,test_crypto_radar,project_sources,MySQL/test_crypto_radar/project_sources,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000318,数据库元数据,ubuntu,test_crypto_radar,project_team_members,MySQL/test_crypto_radar/project_team_members,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000319,数据库元数据,ubuntu,test_crypto_radar,projects,MySQL/test_crypto_radar/projects,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000320,数据库元数据,ubuntu,test_crypto_radar,risk_assessments,MySQL/test_crypto_radar/risk_assessments,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000321,数据库元数据,ubuntu,test_crypto_radar,roi_records,MySQL/test_crypto_radar/roi_records,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000322,数据库元数据,ubuntu,test_crypto_radar,scan_observations,MySQL/test_crypto_radar/scan_observations,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000323,数据库元数据,ubuntu,test_crypto_radar,scan_runs,MySQL/test_crypto_radar/scan_runs,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000324,数据库元数据,ubuntu,test_crypto_radar,score_components,MySQL/test_crypto_radar/score_components,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000325,数据库元数据,ubuntu,test_crypto_radar,scores,MySQL/test_crypto_radar/scores,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000326,数据库元数据,ubuntu,test_crypto_radar,sources,MySQL/test_crypto_radar/sources,InnoDB,未限定,未知,未知,未知,可访问,无默认配置的information_schema元数据查询,未读取数据库业务记录,任务-000004
discovery-20260728T092404+0800,DS-000327,数据库存储目录,ubuntu,mysql,mysql,/var/lib/mysql,不适用,未限定,未知,未知,2026-07-27T21:16:16.544364+08:00,可访问,白名单目录stat元数据,未读取目录内候选文件内容,任务-000004
discovery-20260728T092404+0800,DS-000328,文件系统挂载,ubuntu,操作系统,/,/,ext4,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000329,文件系统挂载,ubuntu,操作系统,/boot,/boot,ext4,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000330,文件系统挂载,ubuntu,操作系统,/boot/efi,/boot/efi,vfat,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000331,文件系统挂载,ubuntu,操作系统,/dev,/dev,devtmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000332,文件系统挂载,ubuntu,操作系统,/dev/hugepages,/dev/hugepages,hugetlbfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000333,文件系统挂载,ubuntu,操作系统,/dev/mqueue,/dev/mqueue,mqueue,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000334,文件系统挂载,ubuntu,操作系统,/dev/pts,/dev/pts,devpts,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000335,文件系统挂载,ubuntu,操作系统,/dev/shm,/dev/shm,tmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000336,文件系统挂载,ubuntu,操作系统,/proc,/proc,proc,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000337,文件系统挂载,ubuntu,操作系统,/proc/sys/fs/binfmt_misc,/proc/sys/fs/binfmt_misc,autofs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000338,文件系统挂载,ubuntu,操作系统,/run,/run,tmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000339,文件系统挂载,ubuntu,操作系统,/run/credentials/systemd-sysusers.service,/run/credentials/systemd-sysusers.service,ramfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000340,文件系统挂载,ubuntu,操作系统,/run/lock,/run/lock,tmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000341,文件系统挂载,ubuntu,操作系统,/run/snapd/ns,/run/snapd/ns,tmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000342,文件系统挂载,ubuntu,操作系统,/run/snapd/ns/lxd.mnt,/run/snapd/ns/lxd.mnt,nsfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000343,文件系统挂载,ubuntu,操作系统,/run/user/0,/run/user/0,tmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000344,文件系统挂载,ubuntu,操作系统,/snap/core20/2318,/snap/core20/2318,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000345,文件系统挂载,ubuntu,操作系统,/snap/core20/2866,/snap/core20/2866,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000346,文件系统挂载,ubuntu,操作系统,/snap/core22/2411,/snap/core22/2411,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000347,文件系统挂载,ubuntu,操作系统,/snap/lxd/38800,/snap/lxd/38800,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000348,文件系统挂载,ubuntu,操作系统,/snap/lxd/40115,/snap/lxd/40115,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000349,文件系统挂载,ubuntu,操作系统,/snap/snapd/26865,/snap/snapd/26865,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000350,文件系统挂载,ubuntu,操作系统,/snap/snapd/27406,/snap/snapd/27406,squashfs,未限定,未知,未知,未知,只读,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000351,文件系统挂载,ubuntu,操作系统,/sys,/sys,sysfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000352,文件系统挂载,ubuntu,操作系统,/sys/firmware/efi/efivars,/sys/firmware/efi/efivars,efivarfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000353,文件系统挂载,ubuntu,操作系统,/sys/fs/bpf,/sys/fs/bpf,bpf,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000354,文件系统挂载,ubuntu,操作系统,/sys/fs/cgroup,/sys/fs/cgroup,cgroup2,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000355,文件系统挂载,ubuntu,操作系统,/sys/fs/fuse/connections,/sys/fs/fuse/connections,fusectl,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000356,文件系统挂载,ubuntu,操作系统,/sys/fs/pstore,/sys/fs/pstore,pstore,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000357,文件系统挂载,ubuntu,操作系统,/sys/kernel/config,/sys/kernel/config,configfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000358,文件系统挂载,ubuntu,操作系统,/sys/kernel/debug,/sys/kernel/debug,debugfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000359,文件系统挂载,ubuntu,操作系统,/sys/kernel/security,/sys/kernel/security,securityfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000360,文件系统挂载,ubuntu,操作系统,/sys/kernel/tracing,/sys/kernel/tracing,tracefs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000361,文件系统挂载,ubuntu,操作系统,/var/snap/lxd/common/ns,/var/snap/lxd/common/ns,tmpfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000362,文件系统挂载,ubuntu,操作系统,/var/snap/lxd/common/ns/mntns,/var/snap/lxd/common/ns/mntns,nsfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000363,文件系统挂载,ubuntu,操作系统,/var/snap/lxd/common/ns/shmounts,/var/snap/lxd/common/ns/shmounts,nsfs,未限定,未知,未知,未知,可访问,findmnt固定只读命令返回的挂载元数据,仅记录挂载点、文件系统类型和读写模式,任务-000004
discovery-20260728T092404+0800,DS-000364,监听接口,ubuntu,containerd,tcp/32695,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000365,监听接口,ubuntu,gunicorn,tcp/8000,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000366,监听接口,ubuntu,mihomo,tcp/7897,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000367,监听接口,ubuntu,mihomo,tcp/9090,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000368,监听接口,ubuntu,mihomo,udp/7897,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000369,监听接口,ubuntu,mysqld,tcp/3306,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000370,监听接口,ubuntu,mysqld,tcp/33060,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000371,监听接口,ubuntu,next-server (v1,tcp/3000,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000372,监听接口,ubuntu,nginx,tcp/5173,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000373,监听接口,ubuntu,nginx,tcp/80,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000374,监听接口,ubuntu,python,tcp/8080,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000375,监听接口,ubuntu,python,tcp/8090,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000376,监听接口,ubuntu,python,tcp/8770,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000377,监听接口,ubuntu,sshd,tcp/17897,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000378,监听接口,ubuntu,sshd,tcp/22,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000379,监听接口,ubuntu,systemd-network,udp/546,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000380,监听接口,ubuntu,systemd-network,udp/68,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000381,监听接口,ubuntu,systemd-resolve,tcp/53,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000382,监听接口,ubuntu,systemd-resolve,udp/53,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000383,监听接口,ubuntu,uvicorn,tcp/8010,本机监听端口,网络接口元数据,未限定,未知,未知,未知,已发现,ss固定只读命令返回的协议、端口和进程名,不记录绑定地址、连接信息或报文内容,任务-000004
discovery-20260728T092404+0800,DS-000384,运行服务,ubuntu,binance-event-test.service,binance-event-test.service,/opt/binance-event,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：lwm；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000385,运行服务,ubuntu,celueqing-trade-recorder.service,celueqing-trade-recorder.service,/opt/celueqing,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：root；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000386,运行服务,ubuntu,celueqing.service,celueqing.service,/opt/celueqing,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：root；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000387,运行服务,ubuntu,crypto-radar-api.service,crypto-radar-api.service,/opt/crypto-radar/services/api,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：crypto-radar；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000388,运行服务,ubuntu,crypto-radar-web.service,crypto-radar-web.service,/opt/crypto-radar/apps/web,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：crypto-radar；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000389,运行服务,ubuntu,event-prob-lab.service,event-prob-lab.service,/opt/event-prob-lab,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：eventprob；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000390,运行服务,ubuntu,mysql.service,mysql.service,未知,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：mysql；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000391,运行服务,ubuntu,nginx.service,nginx.service,未知,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：system；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000392,运行服务,ubuntu,orderbook-intelligence.service,orderbook-intelligence.service,/opt/orderbook-intelligence-service,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：system；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000393,运行服务,ubuntu,systemd-resolved.service,systemd-resolved.service,未知,systemd,未限定,未知,未知,未知,active,systemctl固定只读命令返回的服务元数据,运行用户：systemd-resolve；未读取配置,任务-000004
discovery-20260728T092404+0800,DS-000394,运行环境,ubuntu,操作系统,Ubuntu 22.04.5 LTS,目标环境,Linux 5.15.0-185-generic,未限定,未知,未知,未知,可访问,固定只读探针返回的系统元数据,时区：Asia/Shanghai,任务-000004
discovery-20260728T092404+0800,DS-000395,项目目录,ubuntu,binance-event,binance-event,/opt/binance-event,不适用,未限定,未知,未知,2026-07-27T21:33:33.412844+08:00,可访问,白名单目录stat元数据,未读取目录内候选文件内容,任务-000004
discovery-20260728T092404+0800,DS-000396,项目目录,ubuntu,celueqing,celueqing,/opt/celueqing,不适用,未限定,未知,未知,2026-07-15T22:33:02.136763+08:00,可访问,白名单目录stat元数据,未读取目录内候选文件内容,任务-000004
discovery-20260728T092404+0800,DS-000397,项目目录,ubuntu,crypto-radar,crypto-radar,/opt/crypto-radar,不适用,未限定,未知,未知,2026-07-17T09:55:28.551211+08:00,可访问,白名单目录stat元数据,未读取目录内候选文件内容,任务-000004
discovery-20260728T092404+0800,DS-000398,项目目录,ubuntu,event-prob-lab,event-prob-lab,/opt/event-prob-lab,不适用,未限定,未知,未知,2026-06-19T21:46:51+08:00,可访问,白名单目录stat元数据,未读取目录内候选文件内容,任务-000004
discovery-20260728T092404+0800,DS-000399,项目目录,ubuntu,orderbook-intelligence-service,orderbook-intelligence-service,/opt/orderbook-intelligence-service,不适用,未限定,未知,未知,2026-07-13T00:59:45.246026+08:00,可访问,白名单目录stat元数据,未读取目录内候选文件内容,任务-000004
